journal_name	abbr_name	issn	eissn	impact_factor	impact_factor_5_year	category	jcr_quartile	rank	total_num_of_journals
URBAN EDUCATION	URBAN EDUC	0042-0859	1552-8340	1.7	2.8	URBAN STUDIES	Q3	39	77
Canadian Journal of Nursing Research	CAN J NURS RES	0844-5621	1705-7051	1.7	1.9	NURSING	Q2	80	191
Journal of Wound Ostomy and Continence Nursing	J WOUND OSTOMY CONT	1071-5754	1528-3976	1.7	2.3	NURSING	Q2	80	191
New Perspectives on Turkey	NEW PERSPECT TURK	0896-6346	1305-3299	1.7	1.8	SOCIAL SCIENCES, INTERDISCIPLINARY	Q2	77	263
Journal of Gender-Based Violence	J GEN-BASED VIOLENCE	2398-6808	2398-6816	1.7	1.7	WOMENS STUDIES	Q2	21	66
International Journal of Transitional Justice	INT J TRANSIT JUST	1752-7716	1752-7724	1.7	2.0	POLITICAL SCIENCE	Q2	116	317
Iranian Journal of Language Teaching Research	IRAN J LANG TEACH RE	2322-1291	2322-1291	1.7	1.7	EDUCATION & EDUCATIONAL RESEARCH	Q2	257	756
Zoological Letters	ZOOL LETT	2056-306X	2056-306X	1.7	2.4	ZOOLOGY	Q2	49	180
NUMERICAL ALGORITHMS	NUMER ALGORITHMS	1017-1398	1572-9265	1.7	1.9	MATHEMATICS, APPLIED	Q2	83	331
SOCIAL POLITICS	SOC POLIT	1072-4745	1468-2893	1.7	2.3	WOMENS STUDIES	Q2	21	66
International Sport Coaching Journal	INT SPORT COACH J	2328-918X	2328-9198	1.7	2.6	EDUCATION & EDUCATIONAL RESEARCH	Q2	257	756
Palaeoworld	PALAEOWORLD	1871-174X	1875-5887	1.7	1.8	PALEONTOLOGY	Q2	20	56
ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK	Z ANGEW MATH PHYS	0044-2275	1420-9039	1.7	1.8	MATHEMATICS, APPLIED	Q2	83	331
Journal of Research on Educational Effectiveness	J RES EDUC EFF	1934-5747	1934-5739	1.7	2.4	EDUCATION & EDUCATIONAL RESEARCH	Q2	257	756
POLITICAL QUARTERLY	POLIT QUART	0032-3179	1467-923X	1.7	2.0	POLITICAL SCIENCE	Q2	116	317
Foreign Policy Analysis	FOREIGN POL ANAL-US	1743-8586	1743-8594	1.7	2.2	INTERNATIONAL RELATIONS	Q2	54	165
JOURNAL OF ENVIRONMENTAL EDUCATION	J ENVIRON EDUC	0095-8964	1940-1892	1.7	2.7	ENVIRONMENTAL STUDIES	Q3	134	182
Higher Education Policy	HIGH EDUC POLICY	0952-8733	1740-3863	1.7	2.1	EDUCATION & EDUCATIONAL RESEARCH	Q2	257	756
Journal of Mediterranean Archaeology	J MEDITERR ARCHAEOL	0952-7648		1.7	1.5	ARCHAEOLOGY	N/A	0	0
SIGNS	SIGNS	0097-9740	1545-6943	1.7	2.8	WOMENS STUDIES	Q2	21	66
Societies	SOCIETIES		2075-4698	1.7	1.8	SOCIOLOGY	Q2	90	217
Education Finance and Policy	EDUC FINANC POLICY	1557-3060	1557-3079	1.7	2.0	EDUCATION & EDUCATIONAL RESEARCH	Q2	257	756
HEALTH CARE MANAGEMENT REVIEW	HEALTH CARE MANAGE R	0361-6274	1550-5030	1.7	2.2	HEALTH POLICY & SERVICES	Q3	76	118
JOURNAL OF EMOTIONAL AND BEHAVIORAL DISORDERS	J EMOT BEHAV DISORD	1063-4266	1538-4799	1.7	1.9	PSYCHOLOGY, MULTIDISCIPLINARY	Q2	101	218
American Journal of Biological Anthropology	AM J BIOL ANTHROPOL	2692-7691	2692-7691	1.7	1.7	EVOLUTIONARY BIOLOGY	Q4	43	54
Journal of Global Security Studies	J GLOB SECUR STUD	2057-3170	2057-3189	1.7	2.3	INTERNATIONAL RELATIONS	Q2	54	165
Social Sciences-Basel	SOC SCI-BASEL		2076-0760	1.7		SOCIAL SCIENCES, INTERDISCIPLINARY	Q2	77	263
Island Studies Journal	ISL STUD J		1715-2593	1.7	2.0	SOCIAL SCIENCES, INTERDISCIPLINARY	Q2	77	263
SIAM JOURNAL ON APPLIED DYNAMICAL SYSTEMS	SIAM J APPL DYN SYST	1536-0040		1.7	2.5	PHYSICS, MATHEMATICAL	Q2	23	60
ADVANCES IN COMPUTATIONAL MATHEMATICS	ADV COMPUT MATH	1019-7168	1572-9044	1.7	2.0	MATHEMATICS, APPLIED	Q2	83	331
Education and Treatment of Children	EDUC TREAT CHILD	0748-8491	1934-8924	1.7	1.6	REHABILITATION	Q2	70	169
FAMILY RELATIONS	FAM RELAT	0197-6664	1741-3729	1.7	2.2	SOCIAL WORK	Q1	20	91
Journal of Ayurveda and Integrative Medicine	J AYURVEDA INTEGR ME	0975-9476	0976-2809	1.7	2.1	INTEGRATIVE & COMPLEMENTARY MEDICINE	Q3	25	43
Journal of Comparative Physiology B-Biochemical Systems and Environmental Physiology	J COMP PHYSIOL B	0174-1578	1432-136X	1.7	1.8	ZOOLOGY	Q2	49	180
Noise Mapping	NOISE MAPP		2084-879X	1.7	2.0	ACOUSTICS	Q2	20	40
ADAPTED PHYSICAL ACTIVITY QUARTERLY	ADAPT PHYS ACT Q	0736-5829	1543-2777	1.7	2.0	SPORT SCIENCES	Q3	64	127
BRITISH JOURNAL OF EDUCATIONAL STUDIES	BRIT J EDUC STUD	0007-1005	1467-8527	1.7	2.3	EDUCATION & EDUCATIONAL RESEARCH	Q2	257	756
Community College Review	COMMUNITY COLL REV	0091-5521	1940-2325	1.7	2.6	EDUCATION & EDUCATIONAL RESEARCH	Q2	257	756
Discourse-Studies in the Cultural Politics of Education	DISCOURSE-ABINGDON	0159-6306	1469-3739	1.7	2.0	EDUCATION & EDUCATIONAL RESEARCH	Q2	257	756
INTERNATIONAL JOURNAL OF COMPUTER MATHEMATICS	INT J COMPUT MATH	0020-7160	1029-0265	1.7	1.5	MATHEMATICS, APPLIED	Q2	83	331
SYSTEM DYNAMICS REVIEW	SYST DYNAM REV	0883-7066	1099-1727	1.7	3.2	SOCIAL SCIENCES, MATHEMATICAL METHODS	Q2	25	67
CONFLICT MANAGEMENT AND PEACE SCIENCE	CONFLICT MANAG PEACE	0738-8942	1549-9219	1.7	2.5	INTERNATIONAL RELATIONS	Q2	54	165
Italian Political Science Review-Rivista Italiana di Scienza Politica	ITAL POLIT SCI REV	0048-8402	2057-4908	1.7	1.4	POLITICAL SCIENCE	Q2	116	317
CLINICAL OTOLARYNGOLOGY	CLIN OTOLARYNGOL	1749-4478	1749-4486	1.7	2.2	OTORHINOLARYNGOLOGY	Q2	26	65
INDIAN PEDIATRICS	INDIAN PEDIATR	0019-6061	0974-7559	1.7	1.9	PEDIATRICS	Q2	78	186
JOURNAL OF CHILD LANGUAGE	J CHILD LANG	0305-0009	1469-7602	1.7	2.0	PSYCHOLOGY, EXPERIMENTAL	Q3	60	99
Regional and Federal Studies	REG FED STUD	1359-7566	1743-9434	1.7	1.8	POLITICAL SCIENCE	Q2	116	317
Global Society	GLOB SOC	1360-0826	1469-798X	1.7	1.7	INTERNATIONAL RELATIONS	Q2	54	165
Veterinary Medicine-Research and Reports	VET MED-RES REP		2230-2034	1.7	2.4	VETERINARY SCIENCES	Q2	56	167
African Security	AFR SECUR	1939-2206	1939-2214	1.7	1.8	POLITICAL SCIENCE	Q2	116	317
ANTHROZOOS	ANTHROZOOS	0892-7936	1753-0377	1.7	2.1	VETERINARY SCIENCES	Q2	56	167
MOTIVATION AND EMOTION	MOTIV EMOTION	0146-7239	1573-6644	1.7	3.5	PSYCHOLOGY, SOCIAL	Q3	56	76
SURGERY TODAY	SURG TODAY	0941-1291	1436-2813	1.7	2.2	SURGERY	Q2	133	290
CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES	CAN PUBLIC POL	0317-0861	1911-9917	1.7	1.9	PUBLIC ADMINISTRATION	Q3	53	91
Foundations of Data Science	FOUND DATA SCI		2639-8001	1.7	1.8	STATISTICS & PROBABILITY	Q1	35	168
ARTHROPOD STRUCTURE & DEVELOPMENT	ARTHROPOD STRUCT DEV	1467-8039	1873-5495	1.7	1.7	ENTOMOLOGY	Q2	34	109
Bilingual Research Journal	BILING RES J	1523-5882	1523-5890	1.7	2.4	LINGUISTICS	Q1	67	297
Crime Media Culture	CRIME MEDIA CULT	1741-6590	1741-6604	1.7	2.2	SOCIOLOGY	Q2	90	217
CURRENT EYE RESEARCH	CURR EYE RES	0271-3683	1460-2202	1.7	2.2	OPHTHALMOLOGY	Q3	52	95
Journal of Enabling Technologies	J ENABLING TECHNOL	2398-6263	2398-6263	1.7	1.8	REHABILITATION	Q2	70	169
Journal of Patient Safety	J PATIENT SAF	1549-8417	1549-8425	1.7	1.8	HEALTH POLICY & SERVICES	Q3	76	118
JOURNAL OF PERINATAL MEDICINE	J PERINAT MED	0300-5577	1619-3997	1.7	1.9	PEDIATRICS	Q2	78	186
RESEARCH ON SOCIAL WORK PRACTICE	RES SOCIAL WORK PRAC	1049-7315	1552-7581	1.7	2.0	SOCIAL WORK	Q1	20	91
European Journal of Dental Education	EUR J DENT EDUC	1396-5883	1600-0579	1.7	2.2	EDUCATION, SCIENTIFIC DISCIPLINES	Q2	35	85
Japan Journal of Nursing Science	JPN J NURS SCI	1742-7932	1742-7924	1.7	2.0	NURSING	Q2	80	191
JOURNAL OF MORAL EDUCATION	J MORAL EDUC	0305-7240	1465-3877	1.7	2.3	EDUCATION & EDUCATIONAL RESEARCH	Q2	257	756
PALAEONTOLOGIA ELECTRONICA	PALAEONTOL ELECTRON	1935-3952	1094-8074	1.7	1.9	PALEONTOLOGY	Q2	20	56
Research and Practice in Intellectual and Developmental Disabilities	RES PRACT INTELLECT	2329-7018	2329-7026	1.7	1.4	REHABILITATION	Q2	70	169
Clinical Nursing Research	CLIN NURS RES	1054-7738	1552-3799	1.7	2.0	NURSING	Q2	80	191
Current Research in Parasitology & Vector-Borne Diseases	CURR RES PARASITOL V	2667-114X	2667-114X	1.7	1.7	PARASITOLOGY	Q3	24	45
International Relations of the Asia-Pacific	INT RELAT ASIA-PAC	1470-482X	1470-4838	1.7	2.2	INTERNATIONAL RELATIONS	Q2	54	165
INTERNATIONAL STATISTICAL REVIEW	INT STAT REV	0306-7734	1751-5823	1.7	2.2	STATISTICS & PROBABILITY	Q1	35	168
Journal of Media Psychology-Theories Methods and Applications	J MEDIA PSYCHOL-GER	1864-1105	2151-2388	1.7	1.9	PSYCHOLOGY, MULTIDISCIPLINARY	Q2	101	218
State Politics & Policy Quarterly	STATE POLIT POLICY Q	1532-4400	1946-1607	1.7	1.6	POLITICAL SCIENCE	Q2	116	317
BMC Ophthalmology	BMC OPHTHALMOL		1471-2415	1.7	2.0	OPHTHALMOLOGY	Q3	52	95
Journal of Cardiovascular Nursing	J CARDIOVASC NURS	0889-4655	1550-5049	1.7	2.2	NURSING	Q2	80	191
Journal of Child & Adolescent Trauma	J CHILD ADOLES TRAUM	1936-1521	1936-153X	1.7	2.3	SOCIAL WORK	Q1	20	91
Scandinavian Journal of Disability Research	SCAND J DISABIL RES	1501-7419	1745-3011	1.7	2.1	REHABILITATION	Q2	70	169
